,id_str,from_user,text,formated_date,users,hashtags,nlikes,nreplies,nretweets
12991,1422500613498212359,Antsoares,STF desrespeita a democracia e a Constituição.  Grupos poderosos flertam com ditaduras. Apenas o presidente e aliados respeitam as Leis e as Instituições.   #EuAutorizoPresidente,2021-08-03 07:12:29+00:00,[],['euautorizopresidente'],3,0,0
12992,1422500535622570007,Ivani_Rahal,#EuAutorizoPresidente,2021-08-03 07:12:11+00:00,[],['euautorizopresidente'],0,0,0
12993,1422500514848182284,sylviahbaguiar,#EuAutorizoPresidente Na cadeia já!  https://t.co/Qk4zv25WNH,2021-08-03 07:12:06+00:00,[],['euautorizopresidente'],0,0,0
12994,1422500464059469830,KakaNeves_,Vem mais Motociata aí! #EuAutorizoPresidente,2021-08-03 07:11:54+00:00,[],['euautorizopresidente'],2,0,0
12995,1422500435345170433,_Wmarte,Não temos democracia. #EuAutorizoPresidente,2021-08-03 07:11:47+00:00,[],['euautorizopresidente'],1,0,0
12996,1422500433210249229,Marcelo97547040,O TSE cassar Bolsonaro. #EuAutorizoPresidente,2021-08-03 07:11:46+00:00,[],['euautorizopresidente'],0,0,0
12997,1422500196336930833,banfdp,@Ker9Ari O sistema agoniza!!! #EuAutorizoPresidente,2021-08-03 07:11:45+00:00,['Ker9Ari'],['euautorizopresidente'],1,0,1
12998,1422500417624215577,sylviahbaguiar,#EuAutorizoPresidente Na cadeia  https://t.co/MpbnprJFsw,2021-08-03 07:11:42+00:00,[],['euautorizopresidente'],1,0,0
12999,1422500375639232530,TrumpMargareth,Lula é o candidato do TSE e STF.  Bolsonaro é o candidato do Brasil. #EuAutorizoPresidente,2021-08-03 07:11:32+00:00,[],['euautorizopresidente'],4374,226,1519
13000,1422500327673171968,JosRobe19267515,Levar chifres enormes e contínuos até o fim da vida. #EuAutorizoPresidente,2021-08-03 07:11:21+00:00,[],['euautorizopresidente'],0,0,0
13001,1422500314679218196,CentraldeCanc12,#EuAutorizoPresidente a sumir e nunca mais dar as caras no cenário político. O senhor é uma vergonha pra a nação!,2021-08-03 07:11:18+00:00,[],['euautorizopresidente'],0,0,0
13002,1422500292126445585,dalnei_cardoso,"#EuAutorizoPresidente,Basta o dia está chegando, a corda arrebentou, queremos que os marginais do STF ,na cadeia ,o Brasil agradece .🇧🇷🇧🇷🇧🇷🇧🇷👊👊🙏🙏.  https://t.co/NML5MVFq7f",2021-08-03 07:11:13+00:00,[],['euautorizopresidente'],4,0,2
13003,1422499853553242161,ozeas_ribeiro,#EuAutorizoPresidente,2021-08-03 07:10:53+00:00,[],['euautorizopresidente'],0,0,0
13004,1422500207636385793,KP62A,#EuAutorizoPresidente  🇧🇷🇧🇷,2021-08-03 07:10:52+00:00,[],['euautorizopresidente'],2,0,0
13005,1422500196336930833,Ker9Ari,"Mais uma vez  #EuAutorizoPresidente   Meus votos já foram uma autorização, mas . . . #Bolsonaro2021",2021-08-03 07:10:50+00:00,[],"['euautorizopresidente', 'bolsonaro2021']",20,1,6
13006,1422500168776228865,Nane_RJ,#EuAutorizoPresidente  do STF e TSE,2021-08-03 07:10:43+00:00,[],['euautorizopresidente'],0,0,0
13007,1422500092334968837,Brasilprafrente,Já mais do que autorizado. #EuAutorizoPresidente  https://t.co/m7ampVbLGc,2021-08-03 07:10:25+00:00,[],['euautorizopresidente'],2,0,0
13008,1422500064669351936,Ivani_Rahal,"#EuAutorizoPresidente   ja que o povo não é ouvido, que tome uma decisão , a corda já rompeu.",2021-08-03 07:10:18+00:00,[],['euautorizopresidente'],8,1,7
13009,1422490942456598541,novopetista,"@prcarlos23 Quem é a fabricante dessa impressora que ele quer implementar? Da pra testar e fabricar 500 mil impressoras e distribuir em menos de um ano? Tem como auditar essas impressoras? #EuAutorizoPresidente , pode desistir vc sabe q n se reelege mais.",2021-08-03 07:10:10+00:00,['prcarlos23'],['euautorizopresidente'],0,0,0
13010,1422499991122333698,jorge_dennis,#euautorizopresidente,2021-08-03 07:10:01+00:00,[],['euautorizopresidente'],0,0,0
13011,1422499939876229122,Roseni__,"Bom dia! Orem pelo Brasil, orem pelo Capitão! A luz incomoda as trevas! 🙏🙌🇧🇷 #EuAutorizoPresidente  #EstamosComBolsonaro",2021-08-03 07:09:49+00:00,[],"['euautorizopresidente', 'estamoscombolsonaro']",17,2,2
13012,1422493479385567249,leilanebrazil,@cirogomes Por isso nunca chegará ao segundo turno ! #EuAutorizoPresidente #EstamosComBolsonaro,2021-08-03 07:09:43+00:00,['cirogomes'],"['euautorizopresidente', 'estamoscombolsonaro']",1,1,1
13013,1422499781985832978,Jambock67,"Bom dia PR @jairbolsonaro  O povo está do vosso lado e a autorização já foi concedida, faça o que tiver que ser feito. Sabemos que algumas ""autoridades"" estão totalmente descontroladas. Particularmente não lembro de ter votado em nenhum membro do stf.  #EuAutorizoPresidente",2021-08-03 07:09:11+00:00,[],['euautorizopresidente'],1366,172,552
