date,nlikes,nreplies,nretweets,NInterações
2021-06-27 10:07:42,0,0,0,0
2021-06-27 10:08:01,0,0,0,0
2021-06-27 10:08:14,0,0,0,0
2021-06-27 10:08:18,2,0,0,2
2021-06-27 10:08:20,0,0,0,0
2021-06-27 10:08:26,6,0,5,11
2021-06-27 10:08:42,1,0,0,1
2021-06-27 10:08:46,0,0,0,0
2021-06-27 10:09:29,8,5,1,14
2021-06-27 10:09:44,4,0,6,10
2021-06-27 10:10:12,0,0,0,0
2021-06-27 10:10:35,0,0,0,0
2021-06-27 10:10:49,9,0,3,12
2021-06-27 10:10:53,0,0,0,0
2021-06-27 10:10:55,0,0,0,0
2021-06-27 10:11:02,13,1,4,18
2021-06-27 10:11:30,0,0,0,0
2021-06-27 10:11:34,20,0,10,30
2021-06-27 10:11:50,0,0,0,0
2021-06-27 10:12:10,0,0,0,0
2021-06-27 10:12:11,10,0,0,10
2021-06-27 10:12:17,0,0,0,0
2021-06-27 10:12:21,1,0,0,1
2021-06-27 10:12:22,1,1,0,2
2021-06-27 10:12:41,2,0,0,2
2021-06-27 10:13:12,16908,372,2252,19532
2021-06-27 10:13:14,1,0,0,1
2021-06-27 10:13:30,0,0,0,0
2021-06-27 10:13:31,1,0,0,1
2021-06-27 10:13:34,0,0,0,0
2021-06-27 10:13:43,11,2,0,13
2021-06-27 10:13:58,1,0,1,2
2021-06-27 10:14:05,5,0,0,5
2021-06-27 10:14:15,2,0,0,2
2021-06-27 10:14:28,34,2,12,48
2021-06-27 10:14:58,0,0,0,0
2021-06-27 10:14:59,0,0,0,0
2021-06-27 10:15:09,0,0,0,0
2021-06-27 10:15:14,1,0,0,1
2021-06-27 10:15:19,0,0,0,0
2021-06-27 10:15:21,0,0,0,0
2021-06-27 10:15:25,0,0,0,0
2021-06-27 10:15:35,1,0,1,2
2021-06-27 10:15:42,0,0,1,1
2021-06-27 10:15:49,0,0,1,1
2021-06-27 10:15:56,1,0,1,2
2021-06-27 10:16:06,0,0,1,1
2021-06-27 10:16:39,0,0,1,1
2021-06-27 10:16:50,1,0,1,2
2021-06-27 10:17:27,3,0,1,4
2021-06-27 10:17:39,2,1,1,4
2021-06-27 10:17:59,0,0,1,1
2021-06-27 10:18:00,0,0,1,1
2021-06-27 10:18:07,0,0,1,1
2021-06-27 10:18:10,1,0,1,2
2021-06-27 10:18:17,8,3,1,12
2021-06-27 10:18:27,0,0,1,1
2021-06-27 10:18:45,0,0,1,1
2021-06-27 10:19:05,1,0,3,4
2021-06-27 10:19:35,2,1,1,4
2021-06-27 10:19:40,1,0,1,2
2021-06-27 10:19:42,0,0,1,1
2021-06-27 10:19:50,0,0,1,1
2021-06-27 10:20:05,1,0,1,2
2021-06-27 10:20:08,2,0,1,3
2021-06-27 10:20:19,2,0,1,3
2021-06-27 10:20:33,0,0,1,1
2021-06-27 10:20:50,1,0,1,2
2021-06-27 10:20:56,0,0,1,1
2021-06-27 10:21:00,2,0,1,3
2021-06-27 10:21:03,5,0,1,6
2021-06-27 10:21:28,68,0,4,72
2021-06-27 10:21:31,1,0,1,2
2021-06-27 10:21:38,2,1,2,5
2021-06-27 10:21:39,0,0,1,1
2021-06-27 10:21:43,0,0,1,1
2021-06-27 10:21:48,0,0,1,1
2021-06-27 10:22:05,3,0,3,6
2021-06-27 10:22:33,3,0,2,5
2021-06-27 10:22:36,2,0,2,4
2021-06-27 10:22:51,0,0,1,1
2021-06-27 10:23:41,14,0,7,21
2021-06-27 10:23:46,0,0,0,0
2021-06-27 10:23:55,3,0,1,4
2021-06-27 10:23:59,2,0,1,3
2021-06-27 10:24:00,3,0,1,4
2021-06-27 10:24:01,0,0,1,1
2021-06-27 10:24:02,0,0,1,1
2021-06-27 10:25:06,1,0,1,2
2021-06-27 10:25:11,2,0,1,3
2021-06-27 10:25:37,4,0,2,6
2021-06-27 10:25:47,0,0,1,1
2021-06-27 10:26:01,0,0,1,1
2021-06-27 10:26:03,13,1,5,19
2021-06-27 10:26:10,2,0,1,3
2021-06-27 10:26:15,0,0,1,1
2021-06-27 10:26:19,1,0,2,3
2021-06-27 10:26:36,1,0,2,3
2021-06-27 10:27:12,2,1,1,4
2021-06-27 10:27:31,0,0,1,1
2021-06-27 10:27:46,0,0,0,0
2021-06-27 10:27:51,1,0,3,4
2021-06-27 10:27:57,2,0,1,3
2021-06-27 10:27:58,3,1,1,5
2021-06-27 10:28:16,0,0,1,1
2021-06-27 10:28:37,1,0,1,2
2021-06-27 10:28:50,2,0,1,3
2021-06-27 10:28:51,1,1,1,3
2021-06-27 10:28:54,2,0,1,3
2021-06-27 10:29:19,1,0,3,4
2021-06-27 10:29:34,4,0,1,5
2021-06-27 10:29:40,0,0,1,1
2021-06-27 10:29:49,4,0,1,5
2021-06-27 10:30:07,0,0,1,1
2021-06-27 10:30:14,1,1,0,2
2021-06-27 10:30:16,1,0,2,3
2021-06-27 10:30:33,1,0,1,2
2021-06-27 10:30:38,1,0,2,3
2021-06-27 10:30:49,6,0,3,9
2021-06-27 10:30:56,5,0,5,10
2021-06-27 10:31:01,3,0,1,4
2021-06-27 10:31:06,0,0,1,1
2021-06-27 10:31:16,2,0,2,4
2021-06-27 10:31:20,8,0,2,10
2021-06-27 10:31:26,2,0,2,4
2021-06-27 10:31:36,0,0,0,0
2021-06-27 10:31:40,0,0,0,0
2021-06-27 10:31:44,0,0,0,0
2021-06-27 10:31:52,1,1,1,3
2021-06-27 10:31:54,0,0,0,0
2021-06-27 10:32:02,1,0,2,3
2021-06-27 10:32:05,2,0,2,4
2021-06-27 10:32:20,2,0,1,3
2021-06-27 10:32:27,0,2,1,3
2021-06-27 10:32:28,0,0,1,1
2021-06-27 10:32:35,1,0,1,2
2021-06-27 10:32:42,2,0,2,4
2021-06-27 10:32:44,1,0,2,3
2021-06-27 10:33:12,1,0,2,3
2021-06-27 10:33:19,2,0,3,5
2021-06-27 10:33:21,130,10,6,146
2021-06-27 10:33:39,5,0,2,7
2021-06-27 10:33:47,1,0,2,3
2021-06-27 10:34:06,2,0,3,5
2021-06-27 10:34:10,0,0,1,1
2021-06-27 10:34:19,0,0,1,1
2021-06-27 10:34:28,0,0,1,1
2021-06-27 10:34:45,0,0,2,2
2021-06-27 10:35:12,8,1,6,15
2021-06-27 10:35:17,0,1,1,2
2021-06-27 10:35:23,1,0,1,2
2021-06-27 10:35:24,9,1,5,15
2021-06-27 10:35:28,0,0,1,1
2021-06-27 10:35:31,9,0,1,10
2021-06-27 10:35:40,1,0,1,2
2021-06-27 10:35:46,0,0,1,1
2021-06-27 10:35:50,141,13,41,195
2021-06-27 10:35:53,0,0,1,1
2021-06-27 10:36:20,0,0,1,1
2021-06-27 10:36:23,0,0,1,1
2021-06-27 10:36:34,0,0,1,1
2021-06-27 10:36:36,0,0,1,1
2021-06-27 10:36:40,0,0,1,1
2021-06-27 10:36:43,0,0,1,1
2021-06-27 10:37:25,0,0,1,1
2021-06-27 10:37:26,1,0,1,2
2021-06-27 10:38:03,0,0,1,1
2021-06-27 10:38:52,2,0,1,3
2021-06-27 10:39:02,3,0,2,5
2021-06-27 10:39:03,6,0,1,7
2021-06-27 10:39:23,0,0,1,1
2021-06-27 10:39:41,2,0,1,3
2021-06-27 10:39:51,1,0,1,2
2021-06-27 10:40:12,0,0,1,1
2021-06-27 10:40:31,1,0,1,2
2021-06-27 10:40:36,0,0,1,1
2021-06-27 10:40:41,3,0,3,6
2021-06-27 10:40:50,1,0,0,1
2021-06-27 10:40:59,0,0,1,1
2021-06-27 10:41:11,0,0,0,0
2021-06-27 10:41:19,17,0,3,20
2021-06-27 10:41:40,0,0,0,0
2021-06-27 10:42:00,0,0,0,0
2021-06-27 10:42:20,0,0,0,0
2021-06-27 10:42:27,0,0,0,0
2021-06-27 10:42:42,3,0,0,3
2021-06-27 10:42:49,1,0,1,2
2021-06-27 10:42:53,8,1,3,12
2021-06-27 10:43:40,2,1,1,4
2021-06-27 10:43:44,2,0,0,2
2021-06-27 10:44:00,1,0,0,1
2021-06-27 10:44:09,4,0,1,5
2021-06-27 10:44:11,18,1,4,23
2021-06-27 10:44:19,1,0,0,1
2021-06-27 10:44:36,0,0,0,0
2021-06-27 10:44:40,1,0,0,1
2021-06-27 10:44:48,1,0,0,1
2021-06-27 10:44:56,5,0,0,5
2021-06-27 10:45:24,1,0,1,2
2021-06-27 10:45:31,0,0,0,0
2021-06-27 10:45:49,2,0,0,2
2021-06-27 10:46:08,0,0,0,0
2021-06-27 10:46:10,0,0,0,0
2021-06-27 10:46:11,21,2,3,26
2021-06-27 10:46:12,4,0,2,6
2021-06-27 10:46:15,0,0,0,0
2021-06-27 10:46:29,11,2,3,16
2021-06-27 10:46:33,6,2,1,9
2021-06-27 10:46:54,1,0,0,1
2021-06-27 10:46:55,34,1,6,41
2021-06-27 10:46:57,0,0,0,0
2021-06-27 10:46:59,8,0,2,10
2021-06-27 10:47:09,4,0,0,4
2021-06-27 10:47:19,0,0,0,0
2021-06-27 10:47:25,18,6,7,31
2021-06-27 10:47:28,0,0,0,0
2021-06-27 10:47:38,0,0,0,0
2021-06-27 10:47:45,1,0,0,1
2021-06-27 10:47:48,13,0,0,13
2021-06-27 10:47:51,1,0,0,1
2021-06-27 10:48:30,0,0,0,0
2021-06-27 10:48:33,23,0,10,33
2021-06-27 10:48:35,0,0,0,0
2021-06-27 10:48:38,0,0,0,0
2021-06-27 10:49:07,0,1,0,1
2021-06-27 10:49:10,4,0,1,5
2021-06-27 10:49:19,0,0,0,0
2021-06-27 10:49:31,0,0,0,0
2021-06-27 10:49:34,11,0,5,16
2021-06-27 10:49:51,0,0,0,0
2021-06-27 10:49:57,1,0,0,1
2021-06-27 10:50:02,0,0,0,0
2021-06-27 10:50:45,1,0,0,1
2021-06-27 10:50:46,0,0,0,0
2021-06-27 10:51:00,2,0,0,2
2021-06-27 10:51:04,17,1,6,24
2021-06-27 10:51:06,1,0,0,1
2021-06-27 10:51:29,3,0,2,5
2021-06-27 10:51:31,0,0,0,0
2021-06-27 10:51:56,1,0,0,1
2021-06-27 10:51:57,0,0,0,0
2021-06-27 10:52:05,0,0,0,0
2021-06-27 10:52:27,3,0,0,3
2021-06-27 10:52:32,10,3,2,15
2021-06-27 10:52:34,0,0,0,0
2021-06-27 10:52:42,667,32,148,847
2021-06-27 10:52:46,2,0,0,2
2021-06-27 10:53:09,1,1,0,2
2021-06-27 10:53:29,0,1,0,1
2021-06-27 10:53:36,1,0,0,1
2021-06-27 10:53:52,1,0,0,1
2021-06-27 10:54:05,1,0,0,1
2021-06-27 10:54:06,13,0,0,13
2021-06-27 10:54:37,12,0,0,12
2021-06-27 10:54:40,8,1,1,10
2021-06-27 10:55:09,12,1,2,15
2021-06-27 10:55:10,0,0,0,0
2021-06-27 10:55:16,0,0,0,0
2021-06-27 10:55:25,0,0,0,0
2021-06-27 10:55:28,0,0,0,0
2021-06-27 10:55:50,2,0,0,2
2021-06-27 10:56:06,0,0,0,0
2021-06-27 10:56:52,8,0,5,13
2021-06-27 10:57:02,4,0,2,6
2021-06-27 10:57:15,1,0,0,1
2021-06-27 10:57:19,0,0,0,0
2021-06-27 10:57:36,1,1,0,2
2021-06-27 10:58:04,2,0,0,2
2021-06-27 10:58:21,1,0,0,1
2021-06-27 10:58:25,3,0,0,3
2021-06-27 10:58:28,1,0,0,1
2021-06-27 10:59:13,1,0,0,1
2021-06-27 10:59:43,0,1,0,1
2021-06-27 10:59:46,0,0,0,0
2021-06-27 11:00:21,4,0,0,4
2021-06-27 11:00:26,1,0,0,1
2021-06-27 11:00:36,1,0,0,1
2021-06-27 11:00:44,0,0,0,0
2021-06-27 11:00:46,0,0,0,0
2021-06-27 11:01:05,3,0,0,3
2021-06-27 11:01:10,0,0,0,0
2021-06-27 11:01:16,1,0,0,1
2021-06-27 11:01:23,0,0,0,0
2021-06-27 11:01:37,22,0,0,22
2021-06-27 11:01:40,10,1,5,16
2021-06-27 11:01:41,0,0,0,0
2021-06-27 11:01:47,6,0,3,9
2021-06-27 11:01:48,0,0,0,0
2021-06-27 11:01:55,9,0,5,14
2021-06-27 11:02:01,0,0,0,0
2021-06-27 11:02:20,16,2,4,22
2021-06-27 11:02:38,1,0,0,1
2021-06-27 11:02:43,0,0,0,0
2021-06-27 11:02:45,6,0,0,6
2021-06-27 11:03:03,1,0,0,1
2021-06-27 11:03:15,0,0,0,0
2021-06-27 11:03:53,0,0,0,0
2021-06-27 11:04:02,2,0,0,2
2021-06-27 11:04:03,1,0,0,1
2021-06-27 11:04:07,1,0,0,1
2021-06-27 11:04:08,0,0,0,0
2021-06-27 11:04:15,0,0,0,0
2021-06-27 11:04:30,0,0,0,0
2021-06-27 11:04:54,1,0,0,1
2021-06-27 11:05:17,1,0,3,4
2021-06-27 11:05:19,0,0,0,0
2021-06-27 11:05:24,1,0,0,1
2021-06-27 11:05:37,0,0,0,0
2021-06-27 11:06:07,0,0,0,0
2021-06-27 11:06:23,0,1,1,2
2021-06-27 11:06:28,4,0,2,6
2021-06-27 11:06:39,1,0,0,1
2021-06-27 11:06:49,2,0,0,2
2021-06-27 11:06:51,0,0,0,0
2021-06-27 11:07:16,0,0,0,0
2021-06-27 11:07:22,16,1,0,17
2021-06-27 11:07:32,0,0,0,0
2021-06-27 11:07:33,0,0,0,0
2021-06-27 11:07:49,0,0,1,1
2021-06-27 11:07:54,1,0,0,1
2021-06-27 11:07:57,2,0,0,2
2021-06-27 11:08:32,0,0,0,0
2021-06-27 11:08:44,4,0,0,4
2021-06-27 11:09:02,1,0,0,1
2021-06-27 11:09:16,1,0,1,2
2021-06-27 11:09:45,2,0,1,3
2021-06-27 11:09:46,0,0,0,0
2021-06-27 11:09:49,1,0,0,1
2021-06-27 11:09:57,1,0,0,1
2021-06-27 11:10:19,4,0,0,4
2021-06-27 11:10:52,0,0,0,0
2021-06-27 11:11:12,3,0,1,4
2021-06-27 11:11:15,1,0,0,1
2021-06-27 11:11:23,0,0,0,0
2021-06-27 11:11:30,9,0,1,10
2021-06-27 11:11:34,3,0,1,4
2021-06-27 11:11:43,1,0,0,1
2021-06-27 11:11:54,2,0,2,4
2021-06-27 11:11:55,1,0,0,1
2021-06-27 11:12:13,124,11,29,164
2021-06-27 11:12:27,1,0,0,1
2021-06-27 11:12:37,1,0,0,1
2021-06-27 11:13:14,0,0,0,0
2021-06-27 11:14:09,0,0,0,0
2021-06-27 11:14:14,1,0,0,1
2021-06-27 11:14:19,1,0,0,1
2021-06-27 11:14:32,0,0,0,0
2021-06-27 11:15:02,0,0,0,0
2021-06-27 11:15:06,9,0,3,12
2021-06-27 11:15:07,2,0,0,2
2021-06-27 11:15:10,5,1,2,8
2021-06-27 11:15:21,0,0,0,0
2021-06-27 11:15:36,7,0,0,7
2021-06-27 11:15:38,0,0,0,0
2021-06-27 11:15:53,5,0,0,5
2021-06-27 11:15:57,1,0,0,1
2021-06-27 11:16:06,1,0,0,1
2021-06-27 11:16:20,0,0,0,0
2021-06-27 11:16:29,2,0,0,2
2021-06-27 11:16:30,1,0,0,1
2021-06-27 11:16:43,4,0,0,4
2021-06-27 11:16:57,15,0,0,15
2021-06-27 11:17:15,2,0,0,2
2021-06-27 11:17:16,9,0,2,11
2021-06-27 11:17:58,1,0,0,1
2021-06-27 11:17:59,2,1,0,3
2021-06-27 11:18:11,2,0,0,2
2021-06-27 11:18:13,0,0,0,0
2021-06-27 11:18:21,0,0,0,0
2021-06-27 11:18:26,1,1,0,2
2021-06-27 11:18:44,1,0,0,1
2021-06-27 11:18:46,7,0,2,9
2021-06-27 11:18:55,0,0,0,0
2021-06-27 11:19:35,0,0,0,0
2021-06-27 11:19:37,1,0,0,1
2021-06-27 11:19:39,0,0,0,0
2021-06-27 11:19:42,1,0,0,1
2021-06-27 11:19:50,0,0,0,0
2021-06-27 11:19:57,1,0,0,1
2021-06-27 11:20:08,1,0,0,1
2021-06-27 11:20:09,1,0,1,2
2021-06-27 11:20:17,3,0,0,3
2021-06-27 11:20:22,2,0,2,4
2021-06-27 11:20:32,0,0,0,0
2021-06-27 11:20:36,2,0,0,2
2021-06-27 11:20:46,1,0,0,1
2021-06-27 11:20:50,32,4,8,44
2021-06-27 11:21:06,0,1,0,1
2021-06-27 11:21:18,1,0,0,1
2021-06-27 11:21:23,2,0,0,2
2021-06-27 11:21:35,1,0,0,1
2021-06-27 11:21:38,3,0,0,3
2021-06-27 11:21:40,1,0,0,1
2021-06-27 11:22:15,2,0,0,2
2021-06-27 11:22:27,0,0,0,0
2021-06-27 11:22:28,0,0,0,0
2021-06-27 11:22:43,1,0,0,1
2021-06-27 11:22:50,1,0,0,1
2021-06-27 11:23:28,1,0,0,1
2021-06-27 11:23:57,1,0,1,2
2021-06-27 11:24:05,0,0,0,0
2021-06-27 11:24:07,4,0,2,6
2021-06-27 11:24:14,1,0,0,1
2021-06-27 11:24:19,1,0,0,1
2021-06-27 11:24:26,1,0,0,1
2021-06-27 11:24:34,4,1,0,5
2021-06-27 11:25:21,0,0,0,0
2021-06-27 11:25:37,0,0,0,0
2021-06-27 11:25:38,1,0,0,1
2021-06-27 11:26:50,0,0,0,0
2021-06-27 11:27:06,5,0,5,10
2021-06-27 11:27:14,0,0,0,0
2021-06-27 11:27:29,1,0,0,1
2021-06-27 11:28:48,0,0,0,0
2021-06-27 11:29:06,0,0,0,0
2021-06-27 11:29:10,1,1,0,2
2021-06-27 11:29:26,6,0,1,7
2021-06-27 11:29:31,1,0,1,2
2021-06-27 11:29:38,1,0,0,1
2021-06-27 11:30:20,0,0,0,0
2021-06-27 11:30:25,1,0,1,2
2021-06-27 11:30:37,2,0,0,2
2021-06-27 11:30:40,0,0,0,0
2021-06-27 11:30:48,0,0,0,0
2021-06-27 11:30:50,0,0,0,0
2021-06-27 11:31:14,1,1,0,2
2021-06-27 11:31:29,0,0,0,0
2021-06-27 11:31:54,1,0,1,2
2021-06-27 11:32:04,1,0,0,1
2021-06-27 11:32:08,0,0,0,0
2021-06-27 11:32:10,0,0,0,0
2021-06-27 11:32:12,0,0,0,0
2021-06-27 11:32:14,1,0,0,1
2021-06-27 11:32:55,0,0,0,0
2021-06-27 11:33:12,11,1,4,16
2021-06-27 11:33:22,0,0,0,0
2021-06-27 11:33:39,17,0,3,20
2021-06-27 11:34:02,11,0,8,19
2021-06-27 11:34:32,0,0,0,0
2021-06-27 11:34:47,1,0,0,1
2021-06-27 11:35:00,0,0,0,0
2021-06-27 11:35:37,0,0,0,0
2021-06-27 11:35:48,0,0,0,0
2021-06-27 11:36:54,0,0,0,0
2021-06-27 11:37:02,2,0,0,2
2021-06-27 11:37:08,2,0,1,3
2021-06-27 11:37:41,5,0,2,7
2021-06-27 11:37:45,2,0,2,4
2021-06-27 11:38:00,5,0,1,6
2021-06-27 11:38:03,2,0,0,2
2021-06-27 11:38:59,0,0,0,0
2021-06-27 11:39:16,1,0,0,1
2021-06-27 11:39:19,10,0,1,11
2021-06-27 11:39:21,2,0,1,3
2021-06-27 11:39:29,1,0,0,1
2021-06-27 11:39:37,0,0,0,0
2021-06-27 11:39:54,16,0,4,20
2021-06-27 11:40:05,8,1,1,10
2021-06-27 11:40:14,1,0,0,1
2021-06-27 11:40:19,1,0,0,1
2021-06-27 11:40:37,1,0,0,1
2021-06-27 11:40:44,7,0,2,9
2021-06-27 11:41:02,0,0,0,0
2021-06-27 11:41:15,0,0,0,0
2021-06-27 11:41:31,1,1,1,3
2021-06-27 11:41:33,0,0,0,0
2021-06-27 11:41:52,0,0,0,0
2021-06-27 11:42:07,2,0,1,3
2021-06-27 11:42:21,0,0,0,0
2021-06-27 11:42:23,19,0,4,23
2021-06-27 11:42:24,1,0,0,1
2021-06-27 11:42:28,0,0,0,0
2021-06-27 11:42:29,0,1,0,1
2021-06-27 11:42:30,0,0,0,0
2021-06-27 11:42:39,0,0,0,0
2021-06-27 11:42:40,0,0,0,0
2021-06-27 11:42:43,0,0,0,0
2021-06-27 11:42:57,20,3,4,27
2021-06-27 11:43:08,0,0,0,0
2021-06-27 11:43:31,5,1,2,8
2021-06-27 11:43:39,1,0,0,1
2021-06-27 11:43:54,31,4,15,50
2021-06-27 11:43:58,0,0,0,0
2021-06-27 11:44:10,0,0,0,0
2021-06-27 11:44:42,2,0,0,2
2021-06-27 11:45:11,1,0,0,1
2021-06-27 11:45:20,0,0,0,0
2021-06-27 11:45:31,0,0,0,0
2021-06-27 11:45:34,0,0,0,0
2021-06-27 11:45:40,1,0,0,1
2021-06-27 11:45:45,0,0,0,0
2021-06-27 11:45:50,0,0,0,0
2021-06-27 11:45:51,0,0,0,0
2021-06-27 11:45:53,9,0,0,9
2021-06-27 11:45:56,0,0,0,0
2021-06-27 11:45:58,0,0,0,0
2021-06-27 11:46:08,0,0,0,0
2021-06-27 11:46:12,0,0,0,0
2021-06-27 11:46:37,0,0,0,0
2021-06-27 11:46:41,1,0,0,1
2021-06-27 11:46:50,0,0,0,0
2021-06-27 11:47:11,0,0,0,0
2021-06-27 11:47:42,2,0,0,2
2021-06-27 11:48:14,1,0,0,1
2021-06-27 11:48:25,1,0,1,2
2021-06-27 11:48:54,3,1,0,4
2021-06-27 11:49:11,1,0,0,1
2021-06-27 11:49:12,6,1,1,8
2021-06-27 11:49:19,0,0,0,0
2021-06-27 11:49:45,2,0,0,2
2021-06-27 11:50:38,9,0,6,15
2021-06-27 11:50:58,0,0,0,0
2021-06-27 11:51:16,1,0,0,1
2021-06-27 11:51:34,12,0,0,12
2021-06-27 11:51:50,1,0,0,1
2021-06-27 11:51:53,2,0,1,3
2021-06-27 11:52:02,1,1,2,4
2021-06-27 11:52:21,2,0,0,2
2021-06-27 11:52:35,3,0,2,5
2021-06-27 11:53:12,0,0,0,0
2021-06-27 11:53:13,0,0,0,0
2021-06-27 11:53:17,1,0,0,1
2021-06-27 11:53:19,2,0,0,2
2021-06-27 11:53:25,16,2,8,26
2021-06-27 11:53:30,5,1,2,8
2021-06-27 11:53:48,0,0,0,0
2021-06-27 11:53:58,0,0,0,0
2021-06-27 11:54:00,0,0,0,0
2021-06-27 11:54:14,0,0,0,0
2021-06-27 11:54:19,0,0,0,0
2021-06-27 11:54:36,51,2,11,64
2021-06-27 11:54:41,0,0,0,0
2021-06-27 11:54:47,1,0,0,1
2021-06-27 11:54:52,1,0,0,1
2021-06-27 11:55:08,0,1,0,1
2021-06-27 11:55:11,0,0,0,0
2021-06-27 11:55:36,0,0,0,0
2021-06-27 11:55:53,1,0,0,1
2021-06-27 11:55:58,1,0,0,1
2021-06-27 11:56:00,0,0,0,0
2021-06-27 11:56:02,1,0,0,1
2021-06-27 11:56:16,4,0,1,5
2021-06-27 11:57:47,0,0,0,0
2021-06-27 11:58:16,1,0,0,1
2021-06-27 11:58:18,2,0,0,2
2021-06-27 11:58:27,27,0,10,37
2021-06-27 11:58:30,0,0,0,0
2021-06-27 11:58:37,0,0,0,0
2021-06-27 11:59:05,0,0,0,0
2021-06-27 11:59:09,0,0,0,0
2021-06-27 11:59:15,0,0,0,0
2021-06-27 11:59:43,1,0,0,1
2021-06-27 12:00:01,0,0,0,0
2021-06-27 12:00:02,0,0,0,0
2021-06-27 12:00:26,1,0,0,1
2021-06-27 12:00:29,3,0,0,3
2021-06-27 12:00:31,0,0,0,0
2021-06-27 12:00:41,0,0,0,0
2021-06-27 12:00:49,0,0,0,0
2021-06-27 12:00:56,844,62,219,1125
2021-06-27 12:01:02,1,1,2,4
2021-06-27 12:01:27,32,2,10,44
2021-06-27 12:01:39,22,1,10,33
2021-06-27 12:01:46,0,0,0,0
2021-06-27 12:01:48,40,0,11,51
2021-06-27 12:02:06,8,1,0,9
2021-06-27 12:02:20,0,0,0,0
2021-06-27 12:02:21,29,0,2,31
2021-06-27 12:02:23,86,38,37,161
2021-06-27 12:02:31,0,0,0,0
2021-06-27 12:02:52,1,0,0,1
2021-06-27 12:03:05,0,0,0,0
2021-06-27 12:03:06,23,0,1,24
2021-06-27 12:03:08,790,42,145,977
2021-06-27 12:03:21,1,0,0,1
2021-06-27 12:03:51,0,0,0,0
2021-06-27 12:03:55,0,0,0,0
2021-06-27 12:03:56,2,0,0,2
2021-06-27 12:03:58,0,0,0,0
2021-06-27 12:04:36,3,0,0,3
2021-06-27 12:04:45,0,0,0,0
2021-06-27 12:05:00,0,0,0,0
2021-06-27 12:05:07,0,0,0,0
2021-06-27 12:05:23,0,0,0,0
2021-06-27 12:05:34,0,0,0,0
2021-06-27 12:05:45,2,0,0,2
2021-06-27 12:06:10,1,0,0,1
2021-06-27 12:06:14,9,1,1,11
2021-06-27 12:06:15,4,0,1,5
2021-06-27 12:06:28,602,6,163,771
2021-06-27 12:06:34,0,0,0,0
2021-06-27 12:06:35,3,0,1,4
2021-06-27 12:06:46,10,0,4,14
2021-06-27 12:06:50,0,0,0,0
2021-06-27 12:06:55,2,0,0,2
2021-06-27 12:07:05,2,0,1,3
2021-06-27 12:07:11,3,0,1,4
2021-06-27 12:07:20,0,0,0,0
2021-06-27 12:07:21,1,0,0,1
2021-06-27 12:07:26,0,1,0,1
2021-06-27 12:07:30,0,0,0,0
2021-06-27 12:07:39,2,0,0,2
2021-06-27 12:07:41,0,0,0,0
2021-06-27 12:08:08,2,1,0,3
2021-06-27 12:08:19,19,2,8,29
2021-06-27 12:08:34,7,0,4,11
2021-06-27 12:08:36,0,0,0,0
2021-06-27 12:09:11,0,0,0,0
2021-06-27 12:09:35,7,0,1,8
2021-06-27 12:09:42,9,1,2,12
2021-06-27 12:09:46,23,4,7,34
2021-06-27 12:09:48,1,0,1,2
2021-06-27 12:10:09,0,0,0,0
2021-06-27 12:10:21,1,0,0,1
2021-06-27 12:10:38,16,0,6,22
2021-06-27 12:10:41,0,0,0,0
2021-06-27 12:11:00,0,0,0,0
2021-06-27 12:11:11,1,1,0,2
2021-06-27 12:11:22,16,0,1,17
2021-06-27 12:11:27,0,0,0,0
2021-06-27 12:11:36,3,0,1,4
2021-06-27 12:11:37,2,0,2,4
2021-06-27 12:11:51,2,2,1,5
2021-06-27 12:12:06,13,2,3,18
2021-06-27 12:12:13,0,1,0,1
2021-06-27 12:12:24,0,0,0,0
2021-06-27 12:12:30,7,0,2,9
2021-06-27 12:12:40,1,0,0,1
2021-06-27 12:12:43,0,0,0,0
2021-06-27 12:12:45,3,0,0,3
2021-06-27 12:12:51,3,0,0,3
2021-06-27 12:13:16,0,0,0,0
2021-06-27 12:13:23,0,0,0,0
2021-06-27 12:13:25,5,1,7,13
2021-06-27 12:13:33,0,0,0,0
2021-06-27 12:13:42,0,0,0,0
2021-06-27 12:13:59,0,0,0,0
2021-06-27 12:14:04,2,1,0,3
2021-06-27 12:14:05,0,0,0,0
2021-06-27 12:14:14,1,0,0,1
2021-06-27 12:14:20,0,0,0,0
2021-06-27 12:14:23,3,0,0,3
2021-06-27 12:14:43,0,0,0,0
2021-06-27 12:15:00,5,0,2,7
2021-06-27 12:15:16,0,0,0,0
2021-06-27 12:15:52,10,0,1,11
2021-06-27 12:16:01,0,0,0,0
2021-06-27 12:16:19,1,0,0,1
2021-06-27 12:16:46,0,0,0,0
2021-06-27 12:16:51,0,0,0,0
2021-06-27 12:17:14,0,0,0,0
2021-06-27 12:17:18,0,0,0,0
2021-06-27 12:17:20,8,0,0,8
2021-06-27 12:17:22,1,0,0,1
2021-06-27 12:18:20,0,0,0,0
2021-06-27 12:18:26,0,0,0,0
2021-06-27 12:18:40,3,0,0,3
2021-06-27 12:18:48,0,0,0,0
2021-06-27 12:18:51,0,0,0,0
2021-06-27 12:19:06,0,0,0,0
2021-06-27 12:19:11,0,0,0,0
2021-06-27 12:19:17,9,0,0,9
2021-06-27 12:19:32,0,0,0,0
2021-06-27 12:19:38,0,0,0,0
2021-06-27 12:20:03,0,0,0,0
